"state","district","idp_settlement","breadwinner","enough_water","enough_water.drinking","enough_water.cooking","enough_water.personal_hygiene_","enough_water.other__domestic_purposes_","enough_water.not_enough_water_","enough_water.dontknow","child_thin","latrine_features","latrine_features.door","latrine_features.walls_","latrine_features.lock","latrine_features.inside","latrine_features.outside","latrine_features.marked","latrine_features.close","latrine_features.access","latrine_features.soap","females_18_40","enrolled_boys_6_12","resp_gender","district_idp"
"Somaliland","zeylac","no","adult_male","drinking",1,0,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","laas_caanood","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"female",""
"Somaliland","caynabo","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Puntland","eyl","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","cadaado","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Galmudug","cadaado","yes","eldery_female","drinking cooking",1,1,0,0,0,0,"no","lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Jubaland","kismayo","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","ceel_afweyn","no","adult_female","cooking",0,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Banadir","banadir_dharkenley","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","outside inside lock",1,1,1,1,1,0,0,0,0,0,NA,"female",""
"Jubaland","ceel_waaq","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","xudun","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"female",""
"Jubaland","kismayo","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","walls_",0,1,0,0,0,0,0,0,0,0,NA,"female",""
"Banadir","banadir_other","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Galmudug","cadaado","no","adult_female","drinking",1,0,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","ceerigaabo","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"male","ceerigaabo"
"Galmudug","cabudwaaq","yes","adult_female","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female","cabudwaaq"
"Jubaland","kismayo","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","jariiban","no","adult_female","cooking",0,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","garbahaarey","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","belet_xaawo","no","adult_female","drinking personal_hygiene_ other__domestic_purposes_ cooking",1,1,1,1,0,0,"no","walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Hirshabelle","jowhar","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_ not_enough_water_",1,1,1,1,1,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,NA,"male",""
"Somaliland","buuhoodle","yes","adult_male","drinking cooking not_enough_water_",1,1,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","burco","no","adult_female","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","walls_ lock door",1,1,1,0,0,0,0,0,0,2,NA,"female",""
"Somaliland","borama","no","adult_male","drinking cooking other__domestic_purposes_ personal_hygiene_",1,1,1,1,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Somaliland","hargeysa","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","kismayo","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Hirshabelle","belet_weyne","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","lock inside outside",1,1,1,1,1,0,0,0,0,0,1,"female",""
"Jubaland","kismayo","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","walls_ door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Hirshabelle","belet_weyne","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Jubaland","afmadow","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Banadir","banadir_hodan","yes","eldery_female","cooking drinking",1,1,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,2,NA,"female",""
"Somaliland","borama","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","afmadow","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Hirshabelle","jowhar","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","lock",1,1,1,0,0,0,0,0,0,3,NA,"female",""
"Somaliland","burco","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"male",""
"Jubaland","marka","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Somaliland","ceel_afweyn","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"female",""
"Puntland","burtinle","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","door walls_ inside",1,1,0,1,0,0,0,0,0,1,1,"female",""
"Galmudug","hobyo","yes","adult_male","other__domestic_purposes_ not_enough_water_",0,0,0,1,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"male",""
"Somaliland","caynabo","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","buuhoodle","no","adult_female","drinking cooking other__domestic_purposes_",1,1,0,1,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Somaliland","laas_caanood","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","hargeysa","no","adult_male","drinking cooking",1,1,0,0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","luuq","no","adult_male","cooking drinking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","afgooye","no","adult_male","personal_hygiene_ drinking cooking",1,1,1,0,0,0,"no","door walls_ lock close",1,1,1,0,0,0,1,0,0,1,NA,"female",""
"Banadir","banadir_hodan","yes","adult_female","drinking",1,0,0,0,0,0,"no","lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Jubaland","belet_xaawo","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Galmudug","cabudwaaq","yes","eldery_male","drinking cooking",1,1,0,0,0,0,"no","lock",1,1,1,0,0,0,0,0,0,0,NA,"male",""
"Hirshabelle","belet_weyne","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,NA,"male",""
"Galmudug","hobyo","no","adult_male","personal_hygiene_ other__domestic_purposes_ not_enough_water_",0,0,1,1,1,0,"no","outside lock walls_",1,1,1,0,1,0,0,0,0,1,1,"female",""
"Jubaland","kismayo","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","cadaado","no","adult_female","personal_hygiene_ other__domestic_purposes_",0,0,1,1,0,0,"no","inside outside lock",1,1,1,1,1,0,0,0,0,1,NA,"female",""
"South West State","waajid","yes","adult_male","drinking cooking",1,1,0,0,0,0,"yes","door",1,1,0,0,0,0,0,0,0,1,NA,"male","waajid"
"Hirshabelle","belet_weyne","yes","eldery_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","buuhoodle","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","buuhoodle","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","xudun","yes","adult_male","cooking drinking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Somaliland","laas_caanood","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"South West State","xudur","no","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","kismayo","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Hirshabelle","jowhar","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,0,NA,"male",""
"Galmudug","galdogob","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"no","marked",0,0,0,0,0,1,0,0,0,3,NA,"female",""
"Banadir","banadir_daynile","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"male","kurtunwaarey"
"Jubaland","ceel_waaq","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Galmudug","gaalkacyo","yes","adult_male","personal_hygiene_ other__domestic_purposes_ not_enough_water_",0,0,1,1,1,0,"no","outside inside lock walls_",1,1,1,1,1,0,0,0,0,0,1,"female",""
"Jubaland","ceel_waaq","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","afgooye","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock close",1,1,1,0,0,0,1,0,0,1,NA,"female",""
"Jubaland","kismayo","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","gaalkacyo","yes","adult_male","cooking",0,1,0,0,0,0,"yes","outside lock walls_ door",1,1,1,0,1,0,0,0,0,1,NA,"female",""
"Galmudug","galdogob","yes","adult_female","not_enough_water_",0,0,0,0,1,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","buuhoodle","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","laasqoray","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Puntland","iskushuban","no","adult_male","personal_hygiene_ cooking drinking",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","hargeysa","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","marka","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Somaliland","laas_caanood","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Jubaland","doolow","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","walls_",0,1,0,0,0,0,0,0,0,0,NA,"male",""
"Puntland","bossaso","no","adult_male","drinking personal_hygiene_ cooking other__domestic_purposes_",1,1,1,1,0,0,"no","lock walls_ inside",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Somaliland","borama","yes","adult_female","cooking personal_hygiene_ drinking other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","afgooye","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ inside lock",1,1,1,1,0,0,0,0,0,0,NA,"male",""
"Jubaland","kismayo","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","jariiban","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Jubaland","ceel_waaq","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Banadir","banadir_hodan","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","hargeysa","no","adult_male","drinking cooking other__domestic_purposes_",1,1,0,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Galmudug","gaalkacyo","yes","adult_female","personal_hygiene_ other__domestic_purposes_ not_enough_water_",0,0,1,1,1,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Puntland","iskushuban","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,2,"female",""
"Hirshabelle","jowhar","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","marked",0,0,0,0,0,1,0,0,0,1,NA,"female",""
"Jubaland","qoryooley","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","doolow","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,1,"female",""
"Jubaland","kismayo","no","adult_male","cooking drinking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Somaliland","burco","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","burco","no","eldery_male","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","caynabo","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","wanla_weyn","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Jubaland","baardheere","yes","adult_male","drinking personal_hygiene_ cooking",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","taleex","no","adult_male","cooking drinking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"male",""
"Jubaland","garbahaarey","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_",0,1,0,0,0,0,0,0,0,0,1,"female",""
"Somaliland","borama","no","adult_female","drinking cooking not_enough_water_",1,1,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","hargeysa","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,0,0,"female",""
"Jubaland","baardheere","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","walls_ close door",1,1,0,0,0,0,1,0,0,1,NA,"female",""
"Banadir","banadir_other","yes","eldery_female","drinking cooking",1,1,0,0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"female",""
"Banadir","banadir_hodan","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_ lock inside outside",1,1,1,1,1,0,0,0,0,1,NA,"female",""
"Banadir","banadir_hodan","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","marked",0,0,0,0,0,1,0,0,0,1,NA,"female",""
"Somaliland","gebiley","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Puntland","eyl","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","ceel_waaq","yes","adult_male","personal_hygiene_",0,0,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","kismayo","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","walls_ door lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Hirshabelle","jowhar","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","outside inside",0,0,0,1,1,0,0,0,0,1,NA,"male","jowhar"
"Galmudug","cadaado","no","adult_female","drinking cooking",1,1,0,0,0,0,"no","walls_ lock",1,1,1,0,0,0,0,0,0,3,NA,"female","cadaado"
"Banadir","banadir_daynile","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","close walls_",0,1,0,0,0,0,1,0,0,1,NA,"female",""
"Hirshabelle","jowhar","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","laas_caanood","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","qoryooley","no","adult_female","drinking cooking",1,1,0,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,2,NA,"female","qoryooley"
"Somaliland","ceerigaabo","yes","adult_male","drinking personal_hygiene_",1,0,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","baardheere","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,3,NA,"female",""
"Jubaland","belet_xaawo","yes","eldery_male","cooking",0,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","kismayo","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,1,"female",""
"Galmudug","gaalkacyo","no","adult_female","dontknow",0,0,0,0,0,1,"no","door lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Somaliland","sheikh","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","laas_caanood","no","adult_male","drinking cooking not_enough_water_",1,1,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"female",""
"Puntland","bossaso","yes","adult_male","personal_hygiene_ cooking drinking",1,1,1,0,0,0,"no","lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","ceel_waaq","yes","adult_male","drinking personal_hygiene_",1,0,1,0,0,0,"no","walls_ door lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","kismayo","no","eldery_male","cooking",0,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Hirshabelle","jowhar","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","outside walls_",0,1,0,0,1,0,0,0,0,1,NA,"female",""
"Galmudug","gaalkacyo","no","adult_male","cooking",0,1,0,0,0,0,"no","lock walls_",1,1,1,0,0,0,0,0,0,2,NA,"male",""
"Jubaland","ceel_waaq","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","lock",1,1,1,0,0,0,0,0,0,1,1,"male",""
"Jubaland","belet_xaawo","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","hargeysa","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","hargeysa"
"Jubaland","garbahaarey","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","doolow","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","doolow","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Hirshabelle","jowhar","no","adult_male","cooking personal_hygiene_",0,1,1,0,0,0,"no","walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","taleex","no","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","lock door walls_",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","taleex","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,1,"female",""
"Puntland","bossaso","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,1,"female",""
"Somaliland","laasqoray","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"male",""
"Banadir","banadir_hodan","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","burco","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"South West State","waajid","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Jubaland","baardheere","yes","adult_male","drinking cooking",1,1,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"South West State","xudur","no","adult_female","drinking cooking",1,1,0,0,0,0,"yes","door walls_",1,1,0,0,0,0,0,0,0,0,NA,"female",""
"Jubaland","ceel_waaq","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,2,NA,"female",""
"Jubaland","luuq","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_ lock inside outside",1,1,1,1,1,0,0,0,0,1,NA,"female",""
"Jubaland","belet_xaawo","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,1,"female",""
"Jubaland","kismayo","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_",0,1,0,0,0,0,0,0,0,1,1,"female",""
"Somaliland","laas_caanood","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"male",""
"Galmudug","gaalkacyo","yes","eldery_female","personal_hygiene_ other__domestic_purposes_ not_enough_water_",0,0,1,1,1,0,"no","walls_ lock outside inside",1,1,1,1,1,0,0,0,0,1,1,"female",""
"Somaliland","buuhoodle","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","jariiban","no","adult_female","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Hirshabelle","jowhar","no","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
